idno,cntry,prtvede1,prtvede2,prtvtdfr,prtvtfhu,prtvtcit,prtvtdpl,lrscale,ipcrtiv,imprich,ipeqopt,ipshabt,impsafe,impdiff,ipfrule,ipudrst,ipmodst,ipgdtim,impfree,iphlppl,ipsuces,ipstrgv,ipadvnt,ipbhprp,iprspot,iplylfr,impenv,imptrad,impfun,
4900,AT,,,,,,,5,2,5,2,4,2,4,4,3,3,4,2,2,2,2,4,2,3,2,2,2,3,
4901,AT,,,,,,,3,3,4,1,3,4,1,2,1,3,3,1,1,2,3,2,5,5,1,1,6,1,
4979,AT,,,,,,,5,2,5,2,1,1,3,2,3,4,2,4,2,4,1,5,1,2,1,1,6,1,
4987,AT,,,,,,,2,4,4,2,2,2,3,2,2,3,3,3,3,2,1,6,1,3,1,1,3,4,
4998,AT,,,,,,,4,1,3,2,3,2,3,4,1,4,2,1,2,2,2,3,3,1,1,2,3,3,
5004,AT,,,,,,,4,1,4,3,3,1,4,5,2,3,4,2,1,3,3,5,2,3,1,2,3,3,
5035,AT,,,,,,,5,3,5,2,1,1,4,2,1,2,3,2,1,3,1,6,1,1,1,1,5,3,
5041,AT,,,,,,,6,3,4,2,2,3,4,2,5,5,2,2,3,2,1,4,1,1,2,2,5,4,
5048,AT,,,,,,,88,2,5,2,2,1,4,4,2,2,2,1,2,1,2,4,2,2,1,2,2,3,
5057,AT,,,,,,,2,1,5,1,2,1,3,3,2,4,3,2,2,2,1,5,2,2,2,2,5,3,
5070,AT,,,,,,,6,1,3,2,4,2,2,2,2,2,2,1,1,3,3,4,2,4,1,2,5,3,
5096,AT,,,,,,,5,2,3,1,1,1,4,2,2,2,1,1,2,2,2,4,2,1,1,1,3,3,
5110,AT,,,,,,,5,2,3,1,1,1,1,4,2,2,1,1,2,2,2,2,1,4,1,2,3,1,
5114,AT,,,,,,,2,2,6,1,3,2,2,6,1,4,1,1,1,2,2,5,6,3,1,1,1,1,
5129,AT,,,,,,,88,2,6,1,5,2,6,6,1,1,2,1,2,3,3,6,1,3,2,1,6,6,
5159,AT,,,,,,,5,4,4,3,2,2,5,3,4,3,4,3,4,2,2,5,2,3,2,3,3,4,
5169,AT,,,,,,,5,2,3,3,3,1,3,3,2,6,3,3,1,2,2,4,2,2,2,2,1,2,
5209,AT,,,,,,,2,3,5,2,3,2,3,5,2,2,1,3,1,4,3,2,4,2,1,1,4,2,
5211,AT,,,,,,,5,2,5,1,3,2,1,5,2,4,1,1,1,3,5,2,1,1,1,1,3,3,
5213,AT,,,,,,,77,2,5,5,4,4,4,4,3,3,3,3,2,2,1,1,1,1,1,1,1,1,
5215,AT,,,,,,,3,2,5,1,4,2,2,5,5,4,4,2,1,4,3,5,2,4,1,1,5,4,
5221,AT,,,,,,,88,6,4,6,6,6,3,6,6,6,2,6,6,6,4,6,5,6,3,4,3,6,
5225,AT,,,,,,,7,2,5,3,4,2,5,4,4,4,2,3,4,6,3,2,3,3,1,4,2,2,
5244,AT,,,,,,,5,3,6,1,6,1,3,5,2,3,6,1,5,5,2,3,4,6,2,2,3,6,
5251,AT,,,,,,,5,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,1,
5279,AT,,,,,,,5,3,4,3,3,2,3,3,2,2,3,2,2,4,3,4,2,3,2,3,2,4,
5288,AT,,,,,,,6,3,4,2,2,1,5,4,2,2,3,1,2,3,4,5,1,2,2,2,3,4,
5304,AT,,,,,,,4,1,4,1,2,3,4,2,5,4,1,1,2,1,2,5,1,1,1,1,3,3,
5364,AT,,,,,,,5,4,5,2,4,2,5,2,2,3,4,2,2,5,2,5,2,2,2,1,1,4,
5373,AT,,,,,,,5,3,2,3,4,1,5,2,4,1,1,5,6,4,5,6,3,1,2,3,6,1,
5390,AT,,,,,,,88,8,4,1,4,1,6,3,3,2,1,2,1,4,2,6,1,1,1,1,1,3,
5404,AT,,,,,,,5,3,5,2,2,2,5,2,3,3,3,2,3,2,2,5,2,2,2,2,3,5,
5445,AT,,,,,,,5,1,5,1,2,2,2,3,2,1,3,2,1,3,2,4,3,3,2,1,2,3,
5486,AT,,,,,,,6,4,4,2,4,1,5,4,4,2,3,1,3,6,3,6,3,4,2,1,2,3,
5487,AT,,,,,,,2,3,5,1,4,2,4,3,2,3,4,1,1,4,1,6,3,4,2,4,4,3,
5557,AT,,,,,,,6,4,5,3,3,1,5,3,1,2,3,3,2,4,1,5,2,3,2,2,1,4,
5567,AT,,,,,,,77,4,5,1,3,4,5,4,4,2,4,3,3,2,3,4,1,3,1,2,1,3,
5577,AT,,,,,,,6,3,1,4,1,1,1,1,1,5,1,1,1,1,1,1,3,5,1,1,1,1,
5582,AT,,,,,,,5,1,4,3,2,2,1,4,1,2,2,1,1,4,1,3,2,4,1,2,4,2,
5588,AT,,,,,,,4,2,2,1,3,4,2,5,2,4,2,1,1,3,4,3,4,4,1,1,2,1,
5627,AT,,,,,,,9,3,3,3,3,3,6,3,3,3,3,3,3,4,4,6,3,3,3,3,3,3,
5675,AT,,,,,,,6,1,5,2,1,1,1,5,1,6,2,1,2,2,1,1,4,1,1,1,2,2,
5708,AT,,,,,,,5,4,4,3,4,2,3,2,2,4,2,3,2,3,3,2,2,2,2,3,2,1,
5719,AT,,,,,,,77,2,2,2,2,2,2,3,2,3,2,3,2,3,3,3,3,3,3,3,3,3,
5738,AT,,,,,,,3,1,3,2,2,1,1,2,1,3,2,1,1,3,2,5,1,2,1,1,1,1,
5749,AT,,,,,,,5,2,5,2,2,2,3,2,2,3,1,1,1,3,1,4,2,5,1,1,4,1,
5750,AT,,,,,,,3,1,2,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,
5801,AT,,,,,,,5,2,3,2,2,2,2,3,3,3,2,2,3,2,2,3,3,3,2,3,3,2,
5819,AT,,,,,,,6,4,5,2,2,1,5,2,2,2,4,2,3,4,2,5,2,2,2,1,1,4,
5825,AT,,,,,,,3,3,6,1,4,4,3,4,2,2,2,3,2,4,2,3,5,5,1,1,4,3,
5826,AT,,,,,,,4,2,4,3,1,1,5,2,1,3,1,1,2,4,2,4,1,1,2,1,3,1,
5838,AT,,,,,,,6,2,3,1,1,5,6,6,6,6,5,6,4,6,5,6,6,4,6,5,6,6,
5839,AT,,,,,,,3,2,5,2,5,2,2,5,5,2,2,2,2,5,5,2,5,5,2,2,1,2,
5850,AT,,,,,,,7,2,3,1,2,2,1,4,2,6,2,1,3,1,1,5,2,2,3,1,1,2,
5860,AT,,,,,,,6,1,4,1,5,1,2,1,1,2,4,1,1,5,1,6,1,3,1,1,1,6,
5877,AT,,,,,,,77,3,3,3,3,2,2,3,2,3,3,2,4,3,3,4,4,4,4,3,4,3,
5880,AT,,,,,,,7,4,3,1,4,3,3,2,2,4,2,1,2,3,2,5,2,3,1,1,2,2,
5883,AT,,,,,,,5,2,6,2,2,1,5,3,4,2,3,2,2,2,2,6,1,1,1,2,3,2,
5941,AT,,,,,,,2,2,3,2,3,2,3,3,4,4,2,2,3,2,2,3,3,1,1,3,1,2,
5958,AT,,,,,,,5,2,5,2,2,2,2,2,2,3,2,1,4,2,2,2,2,2,2,2,2,2,
5963,AT,,,,,,,88,2,6,1,4,1,5,3,2,1,2,2,2,4,1,6,3,3,1,3,3,3,
5968,AT,,,,,,,4,3,3,2,3,2,3,3,2,4,3,2,2,3,2,4,3,3,2,2,4,3,
5972,AT,,,,,,,5,3,5,2,2,2,4,3,2,4,3,2,2,2,2,4,2,2,1,1,1,2,
5990,AT,,,,,,,5,3,3,3,3,3,2,4,3,3,2,3,2,3,3,3,3,3,2,4,4,2,
6010,AT,,,,,,,77,4,6,3,4,2,5,2,4,2,6,3,3,5,1,6,2,6,6,2,2,5,
6027,AT,,,,,,,9,5,5,3,5,2,6,4,4,4,5,2,2,6,2,6,2,4,1,2,3,5,
6030,AT,,,,,,,8,2,2,1,4,1,4,2,2,1,2,1,1,4,1,4,2,2,1,2,1,2,
6057,AT,,,,,,,5,3,5,2,3,3,3,2,2,2,3,3,3,4,3,3,2,3,2,2,2,3,
6061,AT,,,,,,,6,3,4,2,2,1,5,1,3,2,3,2,3,3,2,6,1,2,2,2,4,6,
6077,AT,,,,,,,6,8,8,8,8,1,8,8,8,8,8,8,7,7,1,8,8,8,3,3,8,8,
6088,AT,,,,,,,6,3,5,2,2,2,4,3,3,4,3,3,2,4,2,5,2,3,2,3,3,3,
6089,AT,,,,,,,5,3,4,2,2,2,2,1,2,3,1,2,1,2,2,5,1,2,2,1,1,2,
6096,AT,,,,,,,6,3,4,3,3,3,3,3,3,4,2,2,3,3,2,3,2,2,2,3,2,2,
6140,AT,,,,,,,0,5,4,1,3,2,6,2,6,2,2,1,2,3,3,5,2,3,1,1,1,3,
6187,AT,,,,,,,0,2,3,2,3,1,3,3,2,3,3,3,2,4,1,4,2,2,1,2,3,3,
6208,AT,,,,,,,6,3,5,3,5,1,4,2,1,2,4,1,2,4,1,6,1,1,1,1,3,6,
6267,AT,,,,,,,5,1,6,1,1,1,1,4,2,4,1,1,2,2,2,2,2,2,2,2,1,2,
6277,AT,,,,,,,5,1,1,3,1,1,2,3,4,2,1,1,2,1,2,3,2,1,1,1,1,1,
6382,AT,,,,,,,5,1,4,2,2,2,3,3,2,3,2,2,2,2,2,2,2,2,2,1,1,2,
6490,AT,,,,,,,7,5,5,2,4,2,2,4,3,4,1,1,3,5,3,2,4,5,2,3,5,3,
6500,AT,,,,,,,2,2,4,1,3,3,2,4,2,5,2,2,2,2,3,2,4,3,2,1,3,3,
6514,AT,,,,,,,5,1,4,1,1,5,1,4,1,3,1,1,1,1,3,1,2,4,1,1,2,2,
6519,AT,,,,,,,3,3,4,2,2,2,3,2,1,1,2,3,1,2,3,3,3,2,1,1,2,2,
6557,AT,,,,,,,4,1,6,1,3,3,1,4,1,2,2,1,1,2,6,3,4,4,1,1,4,4,
6563,AT,,,,,,,2,2,3,2,4,2,3,3,3,3,2,3,3,3,2,3,3,2,2,2,3,2,
6612,AT,,,,,,,5,1,3,3,3,3,1,3,2,4,4,1,3,3,3,2,3,3,2,4,5,3,
6627,AT,,,,,,,3,3,4,2,2,2,3,2,3,2,2,2,2,3,2,4,2,3,2,2,3,4,
6669,AT,,,,,,,6,3,5,3,3,1,4,1,1,1,2,2,1,2,1,5,2,2,1,1,1,2,
6672,AT,,,,,,,3,1,6,2,3,2,4,5,2,4,2,1,2,2,4,5,2,2,2,2,4,2,
6682,AT,,,,,,,88,2,5,1,2,2,5,4,4,1,1,4,1,6,1,6,2,2,1,1,1,1,
6706,AT,,,,,,,5,1,4,3,1,1,4,2,2,1,2,3,2,2,3,6,2,1,2,3,6,3,
6715,AT,,,,,,,3,3,5,2,3,1,4,2,2,2,3,3,1,4,1,5,2,2,1,2,3,3,
6719,AT,,,,,,,8,3,4,2,2,1,3,6,4,6,1,1,4,3,1,5,5,3,1,1,3,2,
6720,AT,,,,,,,2,1,4,1,3,5,1,6,4,2,2,1,2,2,6,3,1,3,2,2,6,3,
6731,AT,,,,,,,8,7,7,7,7,7,7,7,7,7,7,7,7,7,3,2,1,7,7,7,7,7,
6792,AT,,,,,,,2,1,1,1,1,1,1,1,1,1,1,1,3,3,1,6,1,1,1,1,1,4,
6795,AT,,,,,,,5,1,4,1,2,3,2,5,4,2,2,1,1,2,1,2,2,2,1,1,3,4,
6807,AT,,,,,,,6,3,6,1,4,1,4,4,2,2,3,2,1,5,3,5,3,3,2,1,2,3,
6813,AT,,,,,,,7,1,5,2,6,1,1,6,1,6,2,2,1,6,2,2,2,6,2,2,2,1,
6828,AT,,,,,,,6,2,2,4,2,4,4,4,2,2,3,2,3,4,3,4,3,4,3,2,3,4,
6834,AT,,,,,,,6,3,4,2,2,2,3,2,2,2,2,2,2,3,2,3,2,1,1,1,1,3,
6848,AT,,,,,,,6,4,5,4,4,2,4,2,3,3,4,2,3,3,2,5,2,3,3,5,2,4,
6854,AT,,,,,,,6,3,5,5,4,3,3,3,4,3,3,4,3,3,1,5,3,6,1,1,1,5,
6867,AT,,,,,,,3,4,5,1,1,1,1,5,1,2,1,1,1,3,1,5,1,1,1,1,1,2,
6915,AT,,,,,,,7,3,5,4,6,3,3,4,2,5,2,3,4,3,1,4,3,6,1,1,1,3,
6930,AT,,,,,,,5,1,4,1,1,1,2,5,1,3,1,1,1,2,1,1,1,1,1,1,1,1,
6951,AT,,,,,,,3,1,6,2,4,5,1,6,1,3,2,1,1,3,4,3,5,5,1,1,4,4,
6988,AT,,,,,,,6,3,5,4,2,2,5,2,2,2,3,2,2,3,1,5,2,2,2,2,1,4,
6999,AT,,,,,,,1,5,6,1,3,1,3,3,4,2,3,2,2,3,1,4,1,2,1,1,1,1,
7003,AT,,,,,,,3,3,5,2,4,3,3,2,1,2,2,2,2,3,2,3,2,2,2,1,2,3,
7010,AT,,,,,,,7,5,5,3,5,2,5,3,4,4,4,3,4,5,2,3,2,4,3,3,3,3,
7013,AT,,,,,,,2,3,5,2,3,3,6,3,2,4,3,3,3,4,1,6,3,6,2,2,2,5,
7027,AT,,,,,,,5,2,3,1,2,1,3,4,2,2,3,2,2,3,1,5,2,2,2,2,2,4,
7063,AT,,,,,,,5,3,4,2,2,2,4,3,3,2,2,2,1,3,2,4,1,2,1,1,1,2,
7131,AT,,,,,,,5,3,4,1,1,1,4,1,2,2,1,3,1,3,3,3,1,1,1,1,1,3,
7192,AT,,,,,,,4,3,3,3,2,2,5,2,4,3,4,4,4,2,2,5,2,1,2,3,1,4,
7198,AT,,,,,,,5,2,4,2,4,1,3,2,3,4,3,2,3,3,2,4,3,2,1,2,2,4,
7217,AT,,,,,,,5,1,4,1,4,2,2,3,3,2,1,2,2,3,1,4,2,4,2,2,2,3,
7257,AT,,,,,,,5,1,4,2,4,3,1,6,1,5,1,1,2,5,5,4,6,6,1,2,4,3,
7261,AT,,,,,,,5,3,4,2,2,3,3,3,3,2,3,2,2,3,3,4,2,3,2,2,3,3,
7264,AT,,,,,,,8,1,2,2,3,1,3,2,1,2,2,2,2,2,4,3,3,1,2,2,3,1,
7270,AT,,,,,,,5,6,6,2,3,1,2,1,1,1,3,1,2,6,2,5,1,1,1,2,2,5,
7280,AT,,,,,,,6,1,6,3,3,1,2,3,3,5,3,1,2,1,3,5,1,2,1,2,4,1,
7286,AT,,,,,,,5,2,4,2,2,1,4,2,2,1,2,2,2,1,2,5,1,3,2,2,4,2,
7306,AT,,,,,,,5,2,4,2,1,3,2,1,3,2,3,1,2,1,2,5,1,1,1,2,4,4,
7317,AT,,,,,,,4,4,4,2,4,3,3,3,2,3,2,4,4,4,1,5,3,5,3,2,2,3,
7334,AT,,,,,,,5,2,4,3,2,2,3,3,2,4,2,2,2,2,2,4,2,1,1,1,1,3,
7354,AT,,,,,,,6,4,4,2,3,1,2,2,1,1,2,1,3,3,2,4,1,1,1,2,2,2,
7363,AT,,,,,,,77,3,2,3,3,3,2,3,3,5,1,3,3,2,1,2,4,5,1,1,3,1,
7387,AT,,,,,,,8,3,3,2,3,2,3,2,2,3,2,2,3,3,1,3,2,2,2,2,4,3,
7406,AT,,,,,,,0,1,5,1,2,1,1,1,1,2,1,1,1,1,1,1,5,1,1,1,2,1,
7414,AT,,,,,,,77,4,5,4,3,2,3,3,3,3,2,3,3,5,1,4,3,5,1,1,2,3,
7441,AT,,,,,,,5,2,5,2,2,2,3,3,2,3,2,2,2,1,2,4,2,2,2,1,1,3,
7487,AT,,,,,,,88,5,6,2,6,2,6,2,2,6,5,3,2,3,2,5,2,3,1,4,5,5,
7496,AT,,,,,,,2,1,4,1,4,1,5,5,1,4,1,1,1,2,1,4,2,2,1,1,2,5,
7502,AT,,,,,,,6,5,5,2,3,2,6,4,3,1,4,2,2,5,2,6,2,2,2,2,1,4,
7519,AT,,,,,,,5,1,6,2,1,1,5,4,2,3,1,1,1,3,1,4,2,5,1,1,1,2,
7588,AT,,,,,,,8,1,4,1,5,1,6,2,1,2,3,3,2,4,1,6,1,5,1,1,3,2,
7608,AT,,,,,,,4,3,4,3,2,3,2,2,3,3,2,2,3,3,3,4,3,2,3,2,3,2,
7628,AT,,,,,,,7,3,6,2,5,1,4,5,2,3,3,2,2,5,2,6,2,4,1,2,3,5,
7637,AT,,,,,,,7,2,1,3,3,2,1,3,3,2,2,1,2,2,2,3,3,1,2,2,2,1,
7648,AT,,,,,,,0,2,4,1,4,1,4,3,2,2,1,1,1,4,2,6,4,2,1,2,1,2,
7662,AT,,,,,,,5,5,6,2,5,2,6,3,2,2,5,4,3,6,3,6,3,6,2,3,3,4,
7675,AT,,,,,,,5,1,1,4,1,3,1,6,6,6,3,1,3,1,3,2,2,1,3,2,2,3,
7689,AT,,,,,,,2,3,3,1,3,2,1,3,2,3,1,2,2,2,1,3,1,2,1,1,2,1,
7702,AT,,,,,,,5,2,5,2,2,1,2,2,2,4,2,2,1,1,2,4,2,2,2,2,4,2,
7711,AT,,,,,,,5,4,4,2,3,2,5,3,2,3,3,3,3,4,3,5,2,3,1,2,3,4,
7718,AT,,,,,,,88,2,4,2,1,2,3,2,1,1,2,1,1,2,1,4,1,1,1,3,2,1,
7742,AT,,,,,,,5,2,4,2,2,2,4,3,2,4,3,2,2,2,2,5,2,1,1,1,1,3,
7752,AT,,,,,,,5,2,4,1,2,2,3,1,1,2,4,2,2,3,2,4,1,1,1,2,1,3,
7768,AT,,,,,,,4,1,3,1,3,1,5,2,1,2,1,1,1,4,1,6,2,1,1,1,2,2,
7773,AT,,,,,,,3,1,4,2,1,1,4,1,1,1,4,1,1,3,1,6,1,1,1,1,5,4,
7774,AT,,,,,,,3,3,5,3,3,1,3,1,1,2,3,3,1,2,1,5,2,2,1,1,1,3,
7780,AT,,,,,,,5,2,4,4,2,1,4,4,2,5,2,4,2,4,1,5,1,3,1,2,5,3,
7806,AT,,,,,,,8,4,4,2,2,1,3,4,2,3,1,1,5,2,2,5,3,1,2,2,2,4,
7815,AT,,,,,,,5,3,5,4,3,2,3,4,3,4,3,2,3,2,1,4,4,2,2,2,2,3,
7822,AT,,,,,,,5,3,4,1,2,1,2,5,1,2,2,2,1,3,1,6,2,2,1,1,1,3,
7855,AT,,,,,,,5,2,4,2,2,2,2,3,2,4,3,2,2,2,2,5,2,1,1,1,1,2,
7971,AT,,,,,,,6,2,5,2,2,2,3,2,3,3,1,2,2,3,8,8,1,1,2,2,1,2,
7976,AT,,,,,,,5,5,6,2,2,1,4,1,3,1,6,1,1,6,1,6,1,1,2,1,1,6,
7987,AT,,,,,,,6,2,3,1,3,2,3,4,2,4,2,2,3,3,1,5,3,3,1,2,2,2,
7988,AT,,,,,,,5,2,4,2,2,2,3,3,2,4,3,2,2,2,2,4,2,2,1,1,1,2,
7999,AT,,,,,,,5,3,5,2,2,2,5,4,1,4,4,2,4,2,3,4,3,4,2,1,3,4,
8005,AT,,,,,,,4,2,4,1,3,1,4,5,1,2,3,2,2,3,3,5,3,4,1,1,3,2,
8020,AT,,,,,,,2,1,4,1,4,2,3,1,1,2,4,1,1,3,3,2,1,4,1,1,3,1,
8022,AT,,,,,,,5,3,4,2,2,2,4,3,2,3,2,2,2,2,2,3,2,2,1,1,1,3,
8029,AT,,,,,,,5,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,2,2,1,2,2,3,
8033,AT,,,,,,,5,1,6,1,3,3,1,6,1,1,1,1,2,3,4,2,2,2,1,1,4,2,
8073,AT,,,,,,,5,2,4,2,2,2,1,3,2,5,2,1,3,3,2,2,2,4,2,2,3,2,
8082,AT,,,,,,,88,1,1,3,3,3,2,2,2,4,3,2,3,2,2,2,3,2,2,2,2,3,
8086,AT,,,,,,,2,1,1,1,1,3,1,3,1,1,1,1,1,1,1,3,1,3,1,1,1,1,
8103,AT,,,,,,,5,3,5,2,2,2,3,3,2,4,2,2,2,3,2,4,2,1,1,1,1,2,
8128,AT,,,,,,,5,2,4,2,2,2,3,3,2,3,3,2,2,2,2,4,2,2,1,1,1,3,
8152,AT,,,,,,,6,1,3,1,2,1,3,4,2,4,1,1,2,1,1,2,1,1,1,1,2,1,
8197,AT,,,,,,,5,3,4,1,3,1,4,5,2,3,3,3,2,4,1,6,2,3,1,1,1,5,
8210,AT,,,,,,,3,2,5,2,5,2,5,3,3,3,2,1,2,5,1,6,1,1,1,1,1,2,
8215,AT,,,,,,,5,2,3,1,3,2,3,4,2,3,3,2,3,3,2,3,3,2,1,2,3,3,
8225,AT,,,,,,,6,1,4,3,3,1,2,2,3,3,3,1,3,2,2,1,3,3,2,2,2,1,
8226,AT,,,,,,,7,1,3,2,2,1,2,1,3,5,1,1,4,2,2,3,2,2,2,3,5,4,
8289,AT,,,,,,,6,2,5,3,2,1,5,2,3,2,4,2,2,2,4,6,2,1,2,1,3,3,
8315,AT,,,,,,,3,1,5,1,2,1,1,1,1,2,2,1,1,2,1,6,2,2,2,1,2,5,
8317,AT,,,,,,,8,2,4,1,2,1,2,1,2,1,2,1,1,1,2,4,1,2,1,2,1,2,
8321,AT,,,,,,,3,1,6,2,2,1,1,5,1,1,2,1,2,2,1,2,2,2,1,1,1,1,
8345,AT,,,,,,,4,1,5,1,4,4,2,5,1,5,2,1,1,4,3,2,4,3,1,1,6,3,
8350,AT,,,,,,,2,3,6,2,4,4,3,5,3,3,3,3,4,4,1,4,3,3,3,3,3,3,
8396,AT,,,,,,,5,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,2,1,
8414,AT,,,,,,,5,2,5,2,2,2,2,3,2,4,3,2,2,2,2,4,2,1,1,1,1,2,
8416,AT,,,,,,,5,3,3,3,3,2,5,3,3,5,4,3,3,3,2,5,2,3,2,2,2,4,
8422,AT,,,,,,,88,5,6,3,4,3,5,4,3,3,4,1,4,6,3,5,5,5,4,4,5,4,
8432,AT,,,,,,,88,1,5,1,3,2,4,3,2,1,1,1,1,3,2,5,3,2,2,1,4,2,
8493,AT,,,,,,,4,1,3,3,2,2,2,4,2,4,2,1,1,2,1,4,2,2,1,1,1,3,
8496,AT,,,,,,,5,1,3,1,1,1,1,4,2,1,1,1,1,1,1,2,1,2,1,1,2,1,
8497,AT,,,,,,,5,2,3,2,3,3,4,4,3,3,3,2,3,2,3,2,3,2,1,2,2,3,
8513,AT,,,,,,,7,1,4,1,4,2,3,1,2,1,3,1,1,2,2,6,1,2,1,2,1,2,
8572,AT,,,,,,,5,2,6,2,2,1,4,2,2,1,6,2,2,5,2,3,1,2,1,1,4,2,
8597,AT,,,,,,,4,3,5,1,5,2,3,6,1,5,2,1,3,6,4,6,5,3,3,1,6,5,
8599,AT,,,,,,,8,3,5,3,3,3,5,3,3,3,6,3,3,3,2,3,3,5,2,2,2,2,
8627,AT,,,,,,,5,3,5,2,2,2,3,3,2,3,2,2,2,3,2,4,2,1,1,1,1,3,
8641,AT,,,,,,,5,3,6,2,5,1,3,2,3,1,4,2,2,3,1,6,2,1,3,3,2,5,
8643,AT,,,,,,,5,4,3,2,2,2,4,3,2,3,3,3,3,4,2,4,3,3,2,2,1,3,
8690,AT,,,,,,,6,3,5,2,2,1,4,3,2,3,3,2,1,4,1,5,1,2,1,2,2,2,
8697,AT,,,,,,,7,4,4,4,4,3,2,3,3,3,2,3,2,3,1,4,3,5,1,1,3,2,
8717,AT,,,,,,,5,3,4,2,2,2,3,3,3,4,3,2,2,4,2,4,2,1,1,1,1,4,
8745,AT,,,,,,,3,1,3,1,3,2,2,4,1,3,1,2,2,2,1,2,3,6,2,2,4,2,
8791,AT,,,,,,,10,2,4,1,2,1,2,1,2,4,1,1,2,4,1,4,4,4,1,2,2,1,
8792,AT,,,,,,,6,2,5,1,4,2,1,6,1,3,2,2,1,4,2,2,3,4,1,2,1,2,
8816,AT,,,,,,,5,4,2,3,1,2,5,3,4,5,4,3,4,2,2,4,4,2,2,1,4,3,
8828,AT,,,,,,,2,3,5,1,1,2,2,2,2,2,2,2,2,3,2,5,1,2,1,2,3,4,
8846,AT,,,,,,,6,3,4,2,3,2,4,3,3,3,4,3,2,2,2,5,2,3,1,2,2,3,
8881,AT,,,,,,,0,2,6,1,1,1,1,5,1,2,1,1,1,2,1,3,4,4,1,1,3,1,
8933,AT,,,,,,,5,1,4,5,5,3,1,3,2,2,1,1,4,3,3,4,2,5,1,2,4,1,
8937,AT,,,,,,,5,3,4,3,2,1,2,4,1,2,1,2,4,4,2,2,2,4,2,2,4,2,
8951,AT,,,,,,,1,3,5,1,1,1,4,5,3,5,4,1,2,3,4,4,4,2,2,1,3,4,
8965,AT,,,,,,,5,3,5,3,4,2,4,3,4,3,3,2,3,3,3,4,4,3,3,2,2,4,
8975,AT,,,,,,,5,4,3,2,4,1,4,2,3,2,4,4,2,3,1,5,1,2,2,1,1,5,
8993,AT,,,,,,,5,4,3,4,3,3,4,4,4,4,3,2,3,2,2,3,2,2,3,3,2,3,
9031,AT,,,,,,,5,2,1,3,1,2,1,4,4,4,3,2,4,4,3,5,2,5,2,3,6,4,
9035,AT,,,,,,,0,1,4,1,1,6,2,6,2,4,2,2,2,2,4,1,3,3,2,2,5,3,
9037,AT,,,,,,,2,4,4,3,4,4,4,4,2,4,4,4,3,3,3,5,2,2,2,3,4,4,
9040,AT,,,,,,,9,6,4,2,2,3,3,3,2,2,4,4,3,2,2,2,3,3,3,2,2,2,
9075,AT,,,,,,,0,1,4,1,1,4,2,5,1,3,2,1,1,3,6,3,3,5,1,1,5,1,
9088,AT,,,,,,,5,3,4,2,3,1,5,2,3,1,3,4,2,2,3,5,1,2,1,3,3,3,
9092,AT,,,,,,,7,1,4,3,2,2,4,3,1,3,2,1,3,3,1,4,2,2,2,2,2,3,
9140,AT,,,,,,,3,3,6,1,4,1,3,3,1,1,3,1,1,3,1,6,2,4,1,1,2,3,
9145,AT,,,,,,,3,3,5,1,2,2,1,3,1,3,2,1,2,2,3,5,3,2,1,1,5,3,
9153,AT,,,,,,,5,2,4,1,2,1,4,2,2,1,1,2,2,4,2,5,2,2,2,2,1,2,
9165,AT,,,,,,,88,2,6,1,1,1,2,2,2,2,2,1,1,2,1,2,5,2,1,1,1,1,
9175,AT,,,,,,,6,3,3,1,2,1,3,3,5,2,1,1,1,1,1,3,2,1,1,1,4,1,
9176,AT,,,,,,,3,1,3,1,1,1,4,4,4,5,1,1,1,1,1,2,1,1,1,3,1,1,
9201,AT,,,,,,,5,2,5,2,4,2,3,5,3,2,4,2,2,4,2,5,2,2,2,3,3,4,
9206,AT,,,,,,,4,2,5,1,4,5,4,5,2,8,3,1,1,4,8,4,2,4,1,1,3,4,
9213,AT,,,,,,,1,2,3,1,2,1,1,3,2,3,1,1,2,1,1,1,2,3,1,2,1,2,
9288,AT,,,,,,,5,3,4,3,5,2,4,3,3,3,4,3,3,3,2,5,3,3,3,3,2,4,
9360,AT,,,,,,,1,4,4,3,3,4,4,3,3,4,4,4,3,3,4,4,3,3,3,4,3,3,
9381,AT,,,,,,,5,3,5,2,3,1,3,6,2,3,1,2,1,3,2,3,6,2,1,1,3,2,
9386,AT,,,,,,,0,2,3,1,2,3,3,6,1,5,3,1,2,1,6,3,3,1,2,2,4,3,
9389,AT,,,,,,,4,5,6,3,6,2,5,4,4,4,6,2,2,4,2,6,2,4,1,1,1,6,
9397,AT,,,,,,,5,3,4,2,4,1,4,5,2,2,2,2,2,3,1,5,2,2,2,2,2,4,
9407,AT,,,,,,,5,3,4,2,3,1,4,3,2,2,3,2,2,4,1,5,2,3,2,2,2,3,
9441,AT,,,,,,,6,2,3,2,2,2,1,3,2,5,1,1,2,2,2,1,4,3,1,5,2,1,
9450,AT,,,,,,,7,3,6,2,2,2,6,6,2,2,2,1,1,3,2,6,3,3,1,1,3,1,
9471,AT,,,,,,,7,1,3,2,3,3,4,5,2,4,3,1,2,2,3,3,8,2,1,2,4,3,
